timestamp_ms,heading_deg,rudder_angle_deg,awa_deg,unmanned_status
47768,225,-165,307,False
47893,225,-164,306,False
48000,225,-164,306,False
48537,225,-164,307,False
48626,225,-166,307,False
48733,225,-166,307,False
48840,225,-165,306,False
48930,225,-166,307,False
49037,225,-165,307,False
49126,225,-167,307,False
49662,225,-163,307,False
49752,225,-165,307,False
49859,225,-165,307,False
49966,225,-165,307,False
50056,225,-167,307,False
50163,225,-173,307,False
50252,225,-172,307,False
50788,225,-173,307,False
50878,225,-167,307,False
50985,225,-159,307,False
51092,225,-138,306,False
51182,225,-131,307,False
51289,225,-126,307,False
51378,225,-123,307,False
51914,225,-120,307,False
52004,225,-123,307,False
52111,225,-125,307,False
52218,225,-128,307,False
52307,225,-153,307,False
52415,225,-184,307,False
52504,225,-188,307,False
53041,225,-188,307,False
53130,225,-188,307,False
53237,225,-188,306,False
53344,225,-178,307,False
53434,225,-155,307,False
53541,225,-127,307,False
53630,225,-124,307,False
54167,225,-120,307,False
54256,225,-126,307,False
54363,225,-157,307,False
54471,225,-173,306,False
54560,225,-181,306,False
54667,225,-185,306,False
54757,225,-185,307,False
55293,225,-185,307,False
55382,225,-184,306,False
55490,225,-157,307,False
55597,225,-128,307,False
55686,225,-122,307,False
55794,225,-123,307,False
55883,225,-124,307,False
56419,225,-120,307,False
56508,225,-121,307,False
56615,225,-151,307,False
56722,225,-162,306,False
56812,225,-167,306,False
56919,225,-172,307,False
57008,225,-167,307,False
57544,225,-164,307,False
57634,225,-167,307,False
57741,225,-157,307,False
57848,225,-153,307,False
57938,225,-150,307,False
58045,225,-155,307,False
58134,225,-154,307,False
58670,225,-176,307,False
58760,225,-174,307,False
58867,225,-159,307,False
58974,225,-134,306,False
59064,225,-121,307,False
59171,225,-122,307,False
59260,225,-121,307,False
59797,225,-120,307,False
59886,225,-119,307,False
59993,225,-144,307,False
60100,225,-153,307,False
60190,225,-156,307,False
60297,225,-161,306,False
60387,225,-168,307,False
60923,225,-162,307,False
61012,225,-165,307,False
61120,225,-167,306,False
61227,225,-169,307,False
61316,225,-167,307,False
61424,225,-165,307,False
61513,225,-167,307,False
62049,225,-164,307,False
62139,225,-167,307,False
62246,225,-171,307,False
62353,225,-171,307,False
62443,225,-171,307,False
62550,225,-171,307,False
62640,225,-171,307,False
63176,225,-171,307,False
63265,225,-171,307,False
63373,225,-171,307,False
63480,225,-174,307,False
63569,225,-172,307,False
63677,225,-166,307,False
63766,225,-165,307,False
64302,225,-145,307,False
64392,225,-150,306,False
64499,225,-149,306,False
64606,225,-137,306,False
64696,225,-125,307,False
64803,225,-123,306,False
64892,225,-121,307,False
65429,225,-120,307,False
65518,225,-119,307,False
65625,225,-150,307,False
65733,225,-164,307,False
65822,225,-165,307,False
65929,225,-165,307,False
66019,225,-167,307,False
66555,225,-163,307,False
66644,225,-164,307,False
66752,225,-138,307,False
66859,225,-121,306,False
66948,225,-122,307,False
67056,225,-122,307,False
67145,225,-124,307,False
67682,225,-120,307,False
67771,225,-122,307,False
67879,225,-127,307,False
67986,225,-127,307,False
68075,225,-127,307,False
68183,225,-127,307,False
68272,225,-128,307,False
68808,225,-127,307,False
