timestamp_ms,heading_deg,rudder_angle_deg,awa_deg,unmanned_status
62994,274,1,26,True
63102,274,0,26,True
63209,274,0,26,True
63299,274,1,25,True
63406,274,0,26,True
63495,274,0,26,True
63603,274,0,25,True
63710,274,1,26,True
63800,274,1,25,True
63907,274,1,26,True
63997,274,0,26,True
64104,274,1,26,True
64194,274,0,25,True
64301,274,1,26,True
64409,274,0,26,True
64498,274,1,26,True
64606,273,0,26,True
64695,274,0,26,True
64803,274,0,26,True
64910,274,1,25,True
64999,274,0,26,True
65107,274,0,26,True
65196,274,1,26,True
65304,274,1,26,True
65411,274,0,26,True
65501,274,0,26,True
65608,274,0,26,True
65698,274,1,26,True
65805,274,0,26,True
65913,274,0,26,True
66002,274,1,26,True
66110,274,1,26,True
66199,274,1,26,True
66307,274,1,26,True
66396,274,1,26,True
66503,274,1,26,True
66611,274,1,26,True
66700,274,0,26,True
66808,274,1,26,True
66897,274,1,26,True
67004,274,1,26,True
67112,274,1,26,True
67201,274,0,26,True
67309,274,0,26,True
67398,274,0,26,True
67506,274,1,26,True
67613,274,1,26,True
67702,274,0,26,True
67810,274,1,26,True
67899,274,1,26,True
68007,274,0,26,True
68114,274,1,26,True
68204,274,0,26,True
68311,274,1,26,True
68401,274,1,26,True
68508,274,1,26,True
68616,274,1,26,True
68705,274,0,26,True
68813,274,0,26,True
68902,274,1,26,True
69010,274,0,26,True
69099,274,1,26,True
69207,273,1,26,True
69314,274,0,26,True
69404,274,0,25,True
69511,274,1,26,True
69601,274,0,26,True
69708,274,1,25,True
69816,274,0,26,True
69905,274,0,26,True
70013,274,1,26,True
70102,274,1,26,True
70210,274,0,26,True
70300,274,0,26,True
70407,274,0,26,True
70514,274,1,26,True
70604,274,0,26,True
70711,274,1,26,True
70819,274,0,25,True
70908,274,1,26,True
71016,274,0,26,True
71106,274,0,26,True
71213,274,0,26,True
71320,274,1,26,True
71410,274,0,26,True
71518,274,0,26,True
71607,274,0,26,True
71715,274,1,26,True
71822,274,1,26,True
71912,274,1,26,True
72019,274,0,26,True
72109,274,1,26,True
72216,274,1,25,True
72323,274,0,26,True
72413,274,0,26,True
72521,274,1,26,True
72610,274,0,26,True
72718,274,0,26,True
72825,274,1,26,True
72915,274,1,26,True
73022,274,1,26,True
73112,274,0,26,True
73219,274,0,26,True
73327,274,1,26,True
73416,274,0,26,True
73523,273,0,26,True
73613,274,0,26,True
73720,274,1,26,True
73828,273,0,26,True
73917,274,1,26,True
74025,274,0,26,True
74114,274,0,26,True
74222,274,0,26,True
74329,274,1,26,True
74419,274,0,26,True
74526,274,0,26,True
74616,274,0,26,True
74723,274,1,26,True
74831,274,1,26,True
74920,274,1,26,True
75028,274,0,26,True
75135,274,1,26,True
75225,274,0,26,True
75332,274,0,26,True
75422,275,0,26,True
75529,274,2,26,True
75637,274,3,26,True
75726,274,2,25,True
75834,274,2,25,True
75923,274,2,25,True
76031,274,2,25,True
76138,274,2,25,True
76228,274,4,25,True
76335,274,3,25,True
76425,274,2,26,True
76532,274,2,26,True
76622,274,2,25,True
76729,274,2,25,True
76837,274,2,25,True
76926,274,2,25,True
77034,274,2,26,True
77124,274,2,25,True
77231,273,2,25,True
77339,274,2,25,True
77428,274,1,25,True
77536,274,3,25,True
77625,274,2,25,True
77733,274,2,25,True
77840,274,2,25,True
77930,274,2,25,True
78037,274,2,26,True
78127,275,2,25,True
78234,275,2,25,True
78324,274,2,26,True
78431,274,3,25,True
78539,274,2,25,True
78628,274,2,25,True
78736,274,3,26,True
78825,274,2,25,True
78933,273,2,25,True
79040,273,3,25,True
79130,274,3,25,True
79237,274,2,25,True
79327,274,2,25,True
79434,274,1,25,True
79524,274,2,25,True
79631,274,2,26,True
79738,274,2,26,True
79828,274,2,26,True
79935,274,2,26,True
80025,274,1,26,True
80132,274,1,26,True
80239,274,3,26,True
80329,274,2,25,True
80436,275,2,26,True
80526,274,2,25,True
80633,274,2,26,True
80741,274,2,26,True
80830,274,2,25,True
80938,274,2,26,True
81027,274,3,25,True
81135,274,2,26,True
81242,274,2,26,True
81332,274,2,26,True
81439,274,3,26,True
81528,274,2,26,True
81636,274,2,25,True
81743,274,2,25,True
81833,274,2,26,True
81940,274,2,26,True
82030,274,2,26,True
82137,274,2,25,True
82227,274,3,25,True
82334,274,2,26,True
82441,274,2,25,True
82531,274,2,25,True
82638,274,2,25,True
82728,274,2,26,True
82835,274,3,25,True
82943,274,2,25,True
83032,274,2,25,True
83140,274,2,25,True
83229,274,2,25,True
83337,274,3,26,True
83426,274,2,26,True
83534,274,2,26,True
83641,274,2,25,True
83730,274,2,26,True
83838,274,3,26,True
83945,274,2,25,True
84035,274,2,25,True
84142,274,2,26,True
84232,274,2,25,True
84339,274,2,25,True
84429,274,2,25,True
84536,274,2,25,True
84644,274,2,25,True
84733,274,2,25,True
84840,274,2,25,True
84930,274,2,25,True
85037,274,2,25,True
85145,274,2,25,True
85234,274,2,25,True
85342,274,2,25,True
85431,274,2,25,True
85539,274,3,25,True
85646,274,2,25,True
85736,274,2,25,True
85843,274,2,25,True
85932,274,2,25,True
86040,274,3,25,True
86147,274,2,25,True
86237,274,2,25,True
86344,274,2,25,True
86434,274,2,25,True
86541,275,2,25,True
86631,275,2,25,True
86738,275,2,25,True
86846,275,2,26,True
86935,275,2,26,True
87042,275,2,24,True
87132,277,2,19,True
87239,278,4,18,True
87347,280,5,18,True
87436,281,7,18,True
87544,283,9,18,True
87633,284,10,21,True
87741,285,12,21,True
87848,285,13,21,True
87938,284,13,21,True
88045,285,13,21,True
88135,285,13,20,True
88242,285,13,20,True
88349,286,12,17,True
88439,286,13,17,True
88546,288,14,17,True
88636,288,14,17,True
88743,290,15,17,True
88851,292,17,16,True
88940,293,19,16,True
89048,294,20,17,True
89137,296,22,16,True
89245,297,23,16,True
89334,299,24,15,True
89442,299,26,20,True
89549,299,27,21,True
89638,299,27,18,True
89746,301,27,18,True
89835,302,27,18,True
89943,304,28,17,True
90050,307,27,17,True
90139,308,27,17,True
90247,310,28,17,True
90336,312,27,18,True
90444,313,27,18,True
90551,316,27,18,True
90641,318,27,18,True
90748,320,27,17,True
90838,321,27,16,True
90945,323,27,16,True
91052,325,27,18,True
91142,326,27,19,True
91249,325,27,42,True
91339,325,27,58,True
91446,324,27,58,True
91536,321,27,53,True
91643,320,27,41,True
91751,319,27,29,True
91840,319,27,32,True
91948,319,27,31,True
92037,319,27,30,True
92145,318,27,29,True
92252,317,27,29,True
92341,317,27,29,True
92449,317,27,29,True
92538,316,27,29,True
92646,316,27,29,True
92753,316,27,29,True
92843,316,27,29,True
92950,316,27,29,True
93040,316,27,29,True
93147,316,27,29,True
93254,316,27,29,True
93344,316,27,28,True
93451,316,27,28,True
93541,316,27,28,True
93648,316,27,28,True
93756,316,27,28,True
93845,316,27,28,True
93953,317,27,28,True
94042,316,27,28,True
94150,316,27,28,True
94239,317,27,28,True
94347,316,27,28,True
94454,317,27,28,True
94544,316,27,28,True
94651,317,27,28,True
94740,316,27,28,True
94848,316,27,27,True
94955,316,27,28,True
95045,316,27,28,True
95152,317,27,28,True
95242,317,27,27,True
95349,316,27,28,True
95456,316,27,28,True
95546,317,27,28,True
95653,316,27,27,True
95743,316,27,27,True
95850,316,27,27,True
95940,316,26,28,True
96047,316,27,27,True
96155,316,27,28,True
96244,316,27,28,True
96352,316,28,27,True
96441,317,27,28,True
96548,317,27,28,True
96656,316,27,28,True
96745,316,28,27,True
96853,316,29,27,True
96942,316,27,27,True
97050,316,27,27,True
97157,317,27,28,True
97247,316,27,27,True
97354,316,28,27,True
97443,317,27,27,True
97551,316,27,28,True
97658,317,27,27,True
97748,316,27,27,True
97855,316,27,28,True
97945,316,27,28,True
98052,316,27,27,True
98160,316,27,28,True
98249,317,27,28,True
98356,316,27,28,True
98446,316,27,27,True
98553,316,27,27,True
98661,317,27,28,True
98750,316,28,28,True
98858,317,27,27,True
98947,316,27,27,True
99055,316,28,27,True
99144,316,27,28,True
99251,317,27,27,True
99359,316,29,27,True
99448,316,28,28,True
99556,316,27,27,True
99645,316,27,27,True
99753,316,27,27,True
99860,316,28,28,True
99949,316,27,27,True
100057,317,27,28,True
100146,316,27,28,True
100254,317,26,27,True
100361,316,28,28,True
100450,316,27,27,True
100558,317,27,28,True
100647,317,27,27,True
100755,316,27,27,True
100862,316,27,27,True
100952,316,27,27,True
101059,316,27,28,True
101149,317,27,28,True
101256,316,27,28,True
101363,316,27,27,True
101453,317,28,27,True
101560,316,27,27,True
101650,317,27,27,True
101757,316,27,28,True
101865,317,27,27,True
101954,316,27,27,True
102062,316,27,27,True
102151,316,27,27,True
102259,316,27,27,True
102366,316,27,28,True
102456,317,28,28,True
102563,316,27,27,True
102652,316,27,28,True
102760,316,27,28,True
102849,316,27,27,True
102957,317,27,28,True
103064,316,27,27,True
103154,317,28,28,True
103261,316,27,28,True
103351,316,27,28,True
103458,316,27,27,True
103566,316,27,27,True
103655,317,27,27,True
103762,316,27,27,True
103852,316,27,27,True
103959,317,27,27,True
104067,317,27,27,True
104156,316,27,28,True
104264,316,27,27,True
104353,316,27,28,True
104461,317,28,27,True
104568,317,27,28,True
104658,317,27,28,True
104765,317,28,27,True
104855,316,28,27,True
104962,316,27,27,True
105052,317,27,28,True
105159,316,27,27,True
105266,316,27,27,True
105356,316,27,27,True
105463,316,27,28,True
105553,316,27,27,True
105660,317,26,27,True
105768,317,27,27,True
105857,317,27,27,True
105965,316,27,28,True
106054,316,27,27,True
106161,316,27,27,True
106269,316,27,27,True
106358,316,27,27,True
106466,316,27,27,True
106555,316,27,27,True
106663,316,27,27,True
106770,317,26,28,True
106860,316,27,27,True
106967,316,27,27,True
107057,317,27,27,True
107164,317,27,28,True
107253,316,28,28,True
107361,317,27,27,True
107468,316,27,27,True
107558,316,27,28,True
107665,316,27,28,True
107755,316,27,28,True
107862,317,27,28,True
107970,317,27,28,True
108059,317,27,28,True
108167,316,27,27,True
108256,317,27,27,True
108364,316,27,28,True
108471,317,27,27,True
108561,317,27,28,True
108668,317,28,27,True
108757,316,27,27,True
108865,316,27,28,True
108972,317,27,27,True
109062,317,26,27,True
109169,316,27,27,True
109258,316,28,27,True
109366,316,27,27,True
109473,317,27,27,True
109563,316,28,28,True
109670,317,27,27,True
109759,317,27,27,True
109867,316,27,27,True
109956,316,27,28,True
110064,316,27,27,True
110171,317,27,27,True
110261,317,27,28,True
110368,316,27,27,True
110458,317,28,28,True
110565,316,27,27,True
110672,316,27,27,True
110762,316,27,28,True
110869,317,28,27,True
110959,316,26,27,True
111066,316,27,27,True
111156,316,27,28,True
111263,316,26,27,True
111371,317,28,27,True
111460,316,27,27,True
111568,316,27,27,True
111657,316,27,28,True
111765,316,27,27,True
111872,316,27,27,True
111961,317,27,28,True
112069,317,28,28,True
112158,316,27,27,True
112266,317,27,28,True
112373,316,27,27,True
112463,316,27,27,True
112570,316,27,27,True
112660,317,27,28,True
112767,317,27,27,True
112874,316,27,27,True
112964,317,27,27,True
113071,316,27,28,True
113161,317,29,27,True
113268,317,28,27,True
113376,316,27,27,True
113465,316,27,27,True
113573,316,27,28,True
113662,316,27,27,True
113770,317,27,27,True
113877,316,27,27,True
113966,316,28,28,True
114074,316,28,28,True
114163,316,28,27,True
114271,316,27,27,True
114360,316,28,27,True
114468,317,27,27,True
114575,316,27,27,True
114665,316,27,28,True
114772,316,27,28,True
114862,317,27,27,True
114969,316,27,28,True
115077,317,27,27,True
115166,317,27,28,True
115273,317,28,28,True
115363,316,27,27,True
115470,317,27,27,True
115560,316,27,27,True
115667,317,27,27,True
115775,317,27,27,True
115864,317,27,27,True
115971,316,27,28,True
116061,316,27,27,True
116168,316,27,27,True
116275,316,27,28,True
116365,316,28,28,True
116472,316,27,28,True
116562,317,28,28,True
116669,317,27,28,True
116776,316,27,27,True
116866,316,27,27,True
116973,317,27,27,True
117062,317,27,28,True
117170,316,27,27,True
117277,316,27,27,True
117367,317,27,28,True
117474,316,27,27,True
117564,317,27,28,True
117671,316,27,28,True
117779,317,27,27,True
117868,316,27,28,True
117975,316,27,27,True
118065,317,28,28,True
118172,316,27,28,True
118262,316,27,28,True
118369,316,27,28,True
118477,317,27,28,True
118566,316,27,27,True
118674,316,27,27,True
