timestamp_ms,heading_deg,rudder_angle_deg,awa_deg,unmanned_status
87526,224,-31,294,True
87634,223,-31,307,True
87724,222,-31,310,True
87831,222,-31,310,True
87939,222,-31,297,True
88029,223,-31,0,True
88136,223,-31,0,True
88226,224,-31,0,True
88334,225,-31,6,True
88424,227,-31,7,True
88531,229,-31,2,True
88639,231,-31,4,True
88729,232,-31,2,True
88836,233,-31,0,True
88926,234,-31,0,True
89034,236,-32,0,True
89141,238,-31,0,True
89231,242,-31,6,True
89338,244,-31,15,True
89428,249,-31,17,True
89536,251,-31,17,True
89626,255,-31,16,True
89733,257,-31,17,True
89841,260,-31,17,True
89931,262,-31,19,True
90038,265,-31,20,True
90128,267,-31,20,True
90235,270,-31,21,True
90343,272,-23,21,True
90433,275,-5,20,True
90540,276,16,20,True
90630,279,26,20,True
90738,281,26,21,True
90827,283,26,20,True
90935,284,26,20,True
91043,286,26,20,True
91132,286,26,21,True
91240,286,26,21,True
91330,285,26,21,True
91437,284,26,20,True
91545,282,26,19,True
91635,279,26,19,True
91742,277,26,19,True
91832,274,26,19,True
91940,273,27,20,True
92029,270,26,20,True
92137,269,26,20,True
92245,266,-1,20,True
92334,265,-10,20,True
92442,263,-29,20,True
92532,263,-31,19,True
92639,263,-31,19,True
92747,264,-31,19,True
92837,266,-31,17,True
92944,267,-32,16,True
93034,269,-31,16,True
93142,271,-26,16,True
93232,273,-10,16,True
93339,274,8,16,True
93447,276,26,14,True
93537,277,27,14,True
93644,277,28,14,True
93734,277,28,12,True
93842,275,28,9,True
93931,274,29,6,True
94039,272,28,5,True
94146,271,24,1,True
94236,268,19,0,True
94344,267,6,24,True
94434,265,-14,37,True
94541,265,-30,45,True
94631,264,-30,49,True
94739,265,-31,52,True
94846,265,-31,54,True
94936,266,-31,55,True
95044,268,-31,56,True
95133,269,-28,57,True
95241,271,-18,57,True
95348,272,-7,310,True
95438,274,6,310,True
95546,275,19,309,True
95636,276,26,297,True
95743,277,28,277,True
95851,277,28,259,True
95940,277,28,257,True
96048,276,27,256,True
96138,276,27,254,True
96245,275,27,254,True
96353,274,28,254,True
96443,273,28,254,True
96550,273,28,254,True
96640,272,28,253,True
96748,271,24,254,True
96837,270,18,254,True
96945,270,7,254,True
97053,269,0,254,True
97142,269,-3,254,True
97250,269,-9,254,True
97340,269,-10,254,True
97447,269,-10,253,True
97537,269,-10,253,True
97645,270,-10,253,True
97752,270,-7,251,True
97842,270,-3,253,True
97950,270,-3,252,True
98039,271,-2,250,True
98147,271,1,250,True
98255,273,7,250,True
98344,274,14,249,True
98452,276,24,249,True
98542,277,28,246,True
98649,280,28,246,True
98739,280,27,246,True
98847,282,28,246,True
98954,284,28,246,True
99044,284,28,246,True
99152,284,28,247,True
99241,283,27,247,True
99349,283,27,247,True
99439,280,27,245,True
99546,278,28,246,True
99654,275,28,246,True
99744,273,28,245,True
99851,269,28,246,True
99941,267,31,245,True
100049,262,0,245,True
100156,256,-28,245,True
100246,254,-31,247,True
100354,251,-31,248,True
100443,249,-31,247,True
100551,249,-30,247,True
100641,249,-32,247,True
100748,249,-31,247,True
100856,251,-31,247,True
100946,253,-32,248,True
101053,257,-31,248,True
101143,259,-31,248,True
101251,264,-31,248,True
101340,266,-31,248,True
101448,271,-31,245,True
101556,274,-22,245,True
101645,275,-1,246,True
101753,277,25,247,True
101843,277,26,247,True
101950,278,27,247,True
102058,278,27,247,True
102148,278,27,248,True
102255,278,27,247,True
102345,278,27,248,True
102453,278,27,248,True
102542,277,27,247,True
102650,277,27,247,True
102758,277,27,248,True
102847,275,27,254,True
102955,271,27,256,True
103044,269,24,259,True
103152,266,8,274,True
103260,265,-12,275,True
103349,265,-30,262,True
103457,265,-31,246,True
103547,264,-31,245,True
103654,264,-31,244,True
103744,264,-31,244,True
103852,265,-31,245,True
103959,268,-32,245,True
104049,268,-30,245,True
104156,271,-23,247,True
104246,272,-14,248,True
104354,273,5,251,True
104443,274,18,258,True
104551,275,26,263,True
104659,276,28,263,True
104748,276,27,263,True
104856,276,27,264,True
104945,275,28,265,True
105053,273,28,265,True
105160,270,27,265,True
105250,269,23,264,True
105358,268,1,261,True
105447,267,-12,261,True
105555,267,-23,261,True
105662,267,-30,261,True
105752,267,-31,261,True
105860,268,-31,260,True
105949,270,-29,261,True
106057,271,-17,262,True
106147,272,-4,261,True
106254,273,8,262,True
106362,273,20,263,True
106452,274,26,263,True
106559,273,27,265,True
106649,273,27,266,True
106756,272,27,266,True
106864,271,24,266,True
106954,270,18,266,True
107061,269,6,265,True
107151,268,0,265,True
107259,268,-12,266,True
107348,267,-20,266,True
107456,268,-26,265,True
107564,269,-27,265,True
107653,270,-22,266,True
107761,270,-10,266,True
107851,272,-3,266,True
107958,273,5,266,True
108048,273,17,266,True
108155,274,26,267,True
108263,274,27,267,True
108353,274,28,267,True
108460,274,27,267,True
108550,273,27,267,True
108657,272,27,267,True
108765,272,24,267,True
108855,271,20,267,True
108962,271,15,267,True
109052,270,10,267,True
109160,270,5,267,True
109249,270,0,267,True
109357,271,-1,267,True
109465,271,2,267,True
109554,271,6,267,True
109662,271,7,267,True
109751,270,8,267,True
109859,269,4,267,True
109967,267,-4,268,True
110056,265,-8,266,True
110164,262,-29,266,True
110253,261,-31,266,True
110361,257,-32,268,True
110469,255,-31,269,True
110558,252,-31,272,True
110666,251,-32,272,True
110755,247,-31,272,True
110863,245,-32,272,True
110953,241,-31,271,True
111060,240,-32,273,True
111168,236,-32,278,True
111258,234,-31,278,True
111365,232,-31,292,True
111455,231,-31,308,True
111562,230,-31,310,True
111670,230,-31,310,True
111760,230,-31,308,True
111867,230,-31,307,True
111957,231,-31,307,True
112064,230,-32,296,True
112154,231,-31,286,True
112262,231,-31,291,True
112369,230,-31,278,True
112459,230,-32,280,True
112567,229,-31,282,True
112656,229,-31,280,True
112764,229,-32,302,True
112871,229,-31,310,True
112961,230,-31,308,True
113069,230,-32,302,True
113158,231,-31,277,True
113266,231,-31,278,True
113374,231,-31,300,True
113463,231,-31,298,True
113571,231,-31,299,True
113660,231,-32,299,True
113768,231,-31,298,True
113876,231,-31,298,True
113965,231,-32,298,True
114073,231,-31,298,True
114162,231,-31,298,True
114270,231,-31,298,True
114360,231,-31,297,True
114467,231,-31,297,True
114575,231,-31,298,True
114665,230,-31,298,True
114772,230,-31,298,True
114862,231,-32,297,True
114969,231,-32,297,True
115059,231,-31,298,True
115167,231,-32,297,True
115274,230,-31,298,True
115364,230,-31,298,True
115472,231,-31,298,True
115561,230,-31,298,True
115669,231,-31,297,True
115777,231,-31,297,True
115866,230,-31,298,True
115974,230,-31,297,True
116064,231,-31,298,True
116171,231,-31,297,True
116261,231,-31,298,True
116369,231,-31,297,True
116476,230,-31,297,True
116566,231,-32,298,True
